Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
s yk,OTHER_INDOOR,30-12-2021,10:04:38,00:45:34,,116,,,,,376,,,,,,,,,,,170.0,70.0,,,55,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,,,,,,,,,,
,00:00:01,,,,,,,,,,
,00:00:02,,,,,,,,,,
,00:00:03,,,,,,,,,,
,00:00:04,,,,,,,,,,
,00:00:05,,,,,,,,,,
,00:00:06,,,,,,,,,,
,00:00:07,,,,,,,,,,
,00:00:08,,,,,,,,,,
,00:00:09,,,,,,,,,,
,00:00:10,,,,,,,,,,
,00:00:11,,,,,,,,,,
,00:00:12,77,,,,,,,,,
,00:00:13,77,,,,,,,,,
,00:00:14,78,,,,,,,,,
,00:00:15,79,,,,,,,,,
,00:00:16,79,,,,,,,,,
,00:00:17,79,,,,,,,,,
,00:00:18,80,,,,,,,,,
,00:00:19,81,,,,,,,,,
,00:00:20,82,,,,,,,,,
,00:00:21,83,,,,,,,,,
,00:00:22,86,,,,,,,,,
,00:00:23,87,,,,,,,,,
,00:00:24,87,,,,,,,,,
,00:00:25,90,,,,,,,,,
,00:00:26,92,,,,,,,,,
,00:00:27,96,,,,,,,,,
,00:00:28,103,,,,,,,,,
,00:00:29,106,,,,,,,,,
,00:00:30,106,,,,,,,,,
,00:00:31,107,,,,,,,,,
,00:00:32,109,,,,,,,,,
,00:00:33,109,,,,,,,,,
,00:00:34,110,,,,,,,,,
,00:00:35,110,,,,,,,,,
,00:00:36,110,,,,,,,,,
,00:00:37,110,,,,,,,,,
,00:00:38,110,,,,,,,,,
,00:00:39,109,,,,,,,,,
,00:00:40,109,,,,,,,,,
,00:00:41,109,,,,,,,,,
,00:00:42,109,,,,,,,,,
,00:00:43,109,,,,,,,,,
,00:00:44,108,,,,,,,,,
,00:00:45,107,,,,,,,,,
,00:00:46,106,,,,,,,,,
,00:00:47,105,,,,,,,,,
,00:00:48,105,,,,,,,,,
,00:00:49,105,,,,,,,,,
,00:00:50,105,,,,,,,,,
,00:00:51,106,,,,,,,,,
,00:00:52,107,,,,,,,,,
,00:00:53,108,,,,,,,,,
,00:00:54,108,,,,,,,,,
,00:00:55,108,,,,,,,,,
,00:00:56,108,,,,,,,,,
,00:00:57,108,,,,,,,,,
,00:00:58,108,,,,,,,,,
,00:00:59,107,,,,,,,,,
,00:01:00,107,,,,,,,,,
,00:01:01,106,,,,,,,,,
,00:01:02,106,,,,,,,,,
,00:01:03,106,,,,,,,,,
,00:01:04,105,,,,,,,,,
,00:01:05,104,,,,,,,,,
,00:01:06,104,,,,,,,,,
,00:01:07,103,,,,,,,,,
,00:01:08,102,,,,,,,,,
,00:01:09,102,,,,,,,,,
,00:01:10,102,,,,,,,,,
,00:01:11,102,,,,,,,,,
,00:01:12,102,,,,,,,,,
,00:01:13,102,,,,,,,,,
,00:01:14,101,,,,,,,,,
,00:01:15,101,,,,,,,,,
,00:01:16,100,,,,,,,,,
,00:01:17,101,,,,,,,,,
,00:01:18,103,,,,,,,,,
,00:01:19,104,,,,,,,,,
,00:01:20,104,,,,,,,,,
,00:01:21,103,,,,,,,,,
,00:01:22,102,,,,,,,,,
,00:01:23,101,,,,,,,,,
,00:01:24,101,,,,,,,,,
,00:01:25,101,,,,,,,,,
,00:01:26,101,,,,,,,,,
,00:01:27,102,,,,,,,,,
,00:01:28,102,,,,,,,,,
,00:01:29,102,,,,,,,,,
,00:01:30,103,,,,,,,,,
,00:01:31,103,,,,,,,,,
,00:01:32,103,,,,,,,,,
,00:01:33,104,,,,,,,,,
,00:01:34,104,,,,,,,,,
,00:01:35,105,,,,,,,,,
,00:01:36,105,,,,,,,,,
,00:01:37,106,,,,,,,,,
,00:01:38,105,,,,,,,,,
,00:01:39,105,,,,,,,,,
,00:01:40,105,,,,,,,,,
,00:01:41,104,,,,,,,,,
,00:01:42,104,,,,,,,,,
,00:01:43,104,,,,,,,,,
,00:01:44,104,,,,,,,,,
,00:01:45,103,,,,,,,,,
,00:01:46,103,,,,,,,,,
,00:01:47,103,,,,,,,,,
,00:01:48,103,,,,,,,,,
,00:01:49,103,,,,,,,,,
,00:01:50,104,,,,,,,,,
,00:01:51,104,,,,,,,,,
,00:01:52,104,,,,,,,,,
,00:01:53,104,,,,,,,,,
,00:01:54,104,,,,,,,,,
,00:01:55,104,,,,,,,,,
,00:01:56,104,,,,,,,,,
,00:01:57,104,,,,,,,,,
,00:01:58,104,,,,,,,,,
,00:01:59,104,,,,,,,,,
,00:02:00,104,,,,,,,,,
,00:02:01,104,,,,,,,,,
,00:02:02,103,,,,,,,,,
,00:02:03,102,,,,,,,,,
,00:02:04,101,,,,,,,,,
,00:02:05,101,,,,,,,,,
,00:02:06,101,,,,,,,,,
,00:02:07,102,,,,,,,,,
,00:02:08,102,,,,,,,,,
,00:02:09,103,,,,,,,,,
,00:02:10,103,,,,,,,,,
,00:02:11,104,,,,,,,,,
,00:02:12,104,,,,,,,,,
,00:02:13,105,,,,,,,,,
,00:02:14,105,,,,,,,,,
,00:02:15,105,,,,,,,,,
,00:02:16,105,,,,,,,,,
,00:02:17,104,,,,,,,,,
,00:02:18,103,,,,,,,,,
,00:02:19,103,,,,,,,,,
,00:02:20,103,,,,,,,,,
,00:02:21,102,,,,,,,,,
,00:02:22,103,,,,,,,,,
,00:02:23,103,,,,,,,,,
,00:02:24,103,,,,,,,,,
,00:02:25,104,,,,,,,,,
,00:02:26,104,,,,,,,,,
,00:02:27,104,,,,,,,,,
,00:02:28,105,,,,,,,,,
,00:02:29,105,,,,,,,,,
,00:02:30,105,,,,,,,,,
,00:02:31,105,,,,,,,,,
,00:02:32,105,,,,,,,,,
,00:02:33,105,,,,,,,,,
,00:02:34,105,,,,,,,,,
,00:02:35,104,,,,,,,,,
,00:02:36,104,,,,,,,,,
,00:02:37,104,,,,,,,,,
,00:02:38,103,,,,,,,,,
,00:02:39,103,,,,,,,,,
,00:02:40,103,,,,,,,,,
,00:02:41,103,,,,,,,,,
,00:02:42,102,,,,,,,,,
,00:02:43,102,,,,,,,,,
,00:02:44,102,,,,,,,,,
